Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
120,2,True,True,True,Gheitarieh,8900000000,296666.67
120,2,True,True,True,Abazar,6250000000,208333.33
120,2,True,True,True,Shahrake Qods,1050000000,35000
120,3,True,True,True,Southern Janatabad,5000000000,166666.67
120,2,True,True,True,Gholhak,8400000000,280000
120,2,True,True,False,Amirabad,4500000000,150000
120,2,True,True,True,Farmanieh,12000000000,400000
120,2,True,True,True,Southern Program Organization,4250000000,141666.67
120,2,True,True,True,Saadat Abad,8600000000,286666.67
120,2,True,True,True,Shahrake Gharb,7500000000,250000
120,3,True,True,True,Persian Gulf Martyrs Lake,1272000000,42400
120,3,True,True,True,Persian Gulf Martyrs Lake,1750000000,58333.33
120,2,True,True,True,Saadat Abad,7300000000,243333.33
120,3,True,True,True,Punak,6660000000,222000
120,3,True,True,True,Pardis,670000000,22333.33
120,3,True,True,True,Pardis,650000000,21666.67
120,2,True,True,False,Andisheh,1800000000,60000
120,2,True,True,False,Pardis,1800000000,60000
120,2,True,True,True,West Ferdows Boulevard,5000000000,166666.67
120,2,True,True,True,Abazar,3880000000,129333.33
120,2,True,True,True,Southern Janatabad,4100000000,136666.67
120,2,True,True,True,Ekhtiarieh,7700000000,256666.67
120,3,True,True,True,Persian Gulf Martyrs Lake,590000000,19666.67
120,2,True,True,True,Shahrake Qods,1050000000,35000
120,2,True,True,True,Saadat Abad,6800000000,226666.67
120,2,True,True,True,Punak,6000000000,200000
120,2,True,True,True,Gheitarieh,11000000000,366666.67
120,3,True,True,True,Ostad Moein,3950000000,131666.67
120,3,True,True,True,Ostad Moein,3950000000,131666.67
120,2,True,True,True,Persian Gulf Martyrs Lake,1530000000,51000
120,3,True,True,True,Yousef Abad,8000000000,266666.67
120,3,True,True,True,Yousef Abad,7000000000,233333.33
120,2,True,True,True,Velenjak,9000000000,300000
120,1,False,False,False,Afsarieh,3150000000,105000
120,2,True,True,True,Ekhtiarieh,9000000000,300000
120,2,True,True,True,Majidieh,1620000000,54000
120,2,True,True,True,Shahrake Gharb,9800000000,326666.67
120,3,True,True,True,Shahr-e-Ziba,4530000000,151000
120,3,True,True,True,Northern Chitgar,1750000000,58333.33
120,3,True,True,True,Tenant,3240000000,108000
120,2,True,True,True,Saadat Abad,6000000000,200000
120,2,True,True,True,Tehransar,3480000000,116000
120,2,False,False,False,Mehrabad River River,2600000000,86666.67
120,3,True,True,True,Persian Gulf Martyrs Lake,1750000000,58333.33
120,2,True,True,True,Yousef Abad,7200000000,240000
120,2,True,True,True,Railway,1536000000,51200
120,3,True,True,True,Persian Gulf Martyrs Lake,295000000,9833.33
120,2,True,True,True,,1440000000,48000
120,2,True,True,True,Niavaran,9000000000,300000
120,3,True,True,True,Sattarkhan,5400000000,180000
119,2,True,True,True,Shahran,4700000000,156666.67
119,2,True,True,True,Shahran,5400000000,180000
119,2,True,True,True,Shahran,4000000000,133333.33
119,3,True,True,True,Shahran,5500000000,183333.33
119,2,True,True,True,West Ferdows Boulevard,4950000000,165000
118,2,True,True,True,East Ferdows Boulevard,4500000000,150000
118,2,True,True,True,Shahran,3900000000,130000
118,2,True,True,True,Shahrake Qods,960000000,32000
118,3,True,True,True,Sattarkhan,4900000000,163333.33
118,2,True,True,True,Shahrake Gharb,10300000000,343333.33
118,2,True,True,True,Northern Chitgar,320000000,10666.67
118,2,True,True,True,Mehran,7080000000,236000
117,2,True,True,True,Islamshahr,1579500000,52650
117,3,True,True,True,East Ferdows Boulevard,4600000000,153333.33
117,2,True,True,True,,6500000000,216666.67
117,2,True,True,True,Heravi,6100000000,203333.33
117,2,True,True,True,Niavaran,12500000000,416666.67
117,2,False,True,True,Rudhen,1580000000,52666.67
117,3,True,True,True,Islamshahr,1990000000,66333.33
117,2,True,True,True,Shahran,3880000000,129333.33
117,3,True,True,True,Shahrake Gharb,6800000000,226666.67
117,3,True,True,True,Tarasht,4440000000,148000
117,2,True,True,True,Shahrake Gharb,10600000000,353333.33
117,3,True,True,True,Ostad Moein,3680000000,122666.67
117,2,True,True,True,Shahrake Gharb,7200000000,240000
116,2,True,True,True,East Ferdows Boulevard,5100000000,170000
116,2,True,True,True,Dehkade Olampic,4350000000,145000
116,2,True,True,True,Persian Gulf Martyrs Lake,4170000000,139000
116,3,True,True,True,Pasdaran,8100000000,270000
116,2,True,True,True,West Ferdows Boulevard,5050000000,168333.33
116,2,True,True,True,Shahrake Gharb,9860000000,328666.67
116,3,True,True,True,Gheitarieh,8000000000,266666.67
116,2,True,True,True,Shahran,4640000000,154666.67
115,2,True,True,True,East Ferdows Boulevard,4600000000,153333.33
115,3,True,True,True,Punak,4500000000,150000
115,2,True,True,True,Ekhtiarieh,7400000000,246666.67
115,2,True,True,True,Pasdaran,11000000000,366666.67
115,2,True,True,True,Andisheh,1900000000,63333.33
115,2,True,True,True,Shahrake Gharb,13000000000,433333.33
115,2,True,True,True,Zibadasht,4350000000,145000
115,3,True,True,True,Gheitarieh,7485000000,249500
115,3,True,True,True,Farmanieh,8100000000,270000
115,3,True,True,True,Punak,5000000000,166666.67
115,2,True,True,True,East Ferdows Boulevard,4200000000,140000
115,2,True,True,True,Shahran,5000000000,166666.67
115,2,True,True,True,East Ferdows Boulevard,5200000000,173333.33
115,2,True,True,True,Gheitarieh,7400000000,246666.67
115,2,True,True,True,Persian Gulf Martyrs Lake,3600000000,120000
115,2,True,True,True,Central Janatabad,5080000000,169333.33
115,2,True,True,True,Ostad Moein,3280000000,109333.33
115,2,True,True,True,Water Organization,3800000000,126666.67
115,2,True,True,True,Tajrish,8200000000,273333.33
115,3,True,True,True,Pasdaran,5300000000,176666.67
115,3,True,True,True,Punak,6670000000,222333.33
115,3,True,True,True,Velenjak,12650000000,421666.67
115,2,True,True,True,Gheitarieh,8300000000,276666.67
115,2,True,True,True,Tarasht,4600000000,153333.33
115,3,True,True,True,Feiz Garden,3500000000,116666.67
115,2,True,True,True,Gheitarieh,9500000000,316666.67
115,2,True,True,True,Punak,5405000000,180166.67
115,2,True,True,True,Ekhtiarieh,6300000000,210000
115,3,True,True,True,Shahr-e-Ziba,3870000000,129000
115,2,True,True,True,Yousef Abad,5400000000,180000
115,2,True,True,False,Tarasht,3600000000,120000
115,3,False,True,True,Shahrake Qods,1600000000,53333.33
115,2,True,True,True,Shahran,3840000000,128000
115,3,True,True,True,Farmanieh,6900000000,230000
115,3,False,True,True,Farmanieh,6900000000,230000
115,3,True,True,True,Shahrake Gharb,6500000000,216666.67
115,2,True,True,True,Central Janatabad,4870000000,162333.33
115,2,True,True,False,Golestan,2050000000,68333.33
115,2,True,True,True,Heravi,6000000000,200000
115,2,True,True,True,Shahran,4500000000,150000
115,2,False,True,False,Ostad Moein,1300000000,43333.33
115,2,True,True,True,Zaferanieh,10200000000,340000
115,2,True,True,True,Zaferanieh,18000000000,600000
115,2,True,True,True,Saadat Abad,6000000000,200000
115,3,True,True,True,Islamshahr,1650000000,55000
115,2,True,True,True,East Pars,5400000000,180000
115,2,True,True,True,West Ferdows Boulevard,4900000000,163333.33
115,3,True,True,False,Gheitarieh,6400000000,213333.33
115,2,True,True,True,Central Janatabad,3900000000,130000
115,2,True,True,True,Jordan,6200000000,206666.67
115,2,True,False,True,Shahrake Qods,950000000,31666.67
115,2,True,True,True,Saadat Abad,6000000000,200000
115,2,True,True,True,,5060000000,168666.67
115,2,True,True,True,Shahrake Gharb,12000000000,400000
115,2,False,False,False,Northern Janatabad,5175000000,172500
115,2,True,True,True,Ghoba,8150000000,271666.67
114,3,True,True,True,Sattarkhan,5500000000,183333.33
114,3,True,True,True,Sattarkhan,5500000000,183333.33
114,2,True,True,True,West Pars,3820000000,127333.33
114,2,True,True,True,Pirouzi,3762000000,125400
114,2,True,True,True,Persian Gulf Martyrs Lake,3600000000,120000
114,3,True,True,True,Saadat Abad,6800000000,226666.67
114,2,True,True,True,Persian Gulf Martyrs Lake,3690000000,123000
114,2,True,True,True,Abazar,6700000000,223333.33
114,2,True,True,True,Pakdasht,1090000000,36333.33
114,3,True,True,True,Yousef Abad,4900000000,163333.33
114,2,True,True,True,Pakdasht,1100000000,36666.67
114,2,False,False,False,Northern Suhrawardi,6500000000,216666.67
114,2,True,True,True,Mehran,6840000000,228000
114,2,True,True,True,Northren Jamalzadeh,5500000000,183333.33
114,2,True,True,True,Gholhak,7550000000,251666.67
114,2,True,True,True,Mehran,6840000000,228000
114,2,True,True,True,Seyed Khandan,6840000000,228000
114,2,True,True,True,Persian Gulf Martyrs Lake,4000000000,133333.33
113,3,True,True,False,Shahrake Gharb,7000000000,233333.33
113,2,True,True,True,Saadat Abad,7500000000,250000
113,2,True,True,True,Pasdaran,8500000000,283333.33
113,2,True,True,True,Punak,4300000000,143333.33
113,2,True,True,True,Punak,6500000000,216666.67
113,2,True,True,True,Persian Gulf Martyrs Lake,3270000000,109000
113,2,True,True,True,Persian Gulf Martyrs Lake,3800000000,126666.67
113,2,True,True,True,Rudhen,1550000000,51666.67
113,2,True,True,True,Amirabad,5080000000,169333.33
113,2,True,True,True,Punak,5100000000,170000
113,2,True,True,True,Ekhtiarieh,4300000000,143333.33
113,2,True,True,True,Ekhtiarieh,6000000000,200000
113,3,True,True,False,Gheitarieh,6000000000,200000
113,2,True,True,True,Niavaran,9000000000,300000
113,2,True,True,False,Islamshahr,1520000000,50666.67
113,2,True,True,True,Karimkhan,3170000000,105666.67
113,2,True,True,True,Persian Gulf Martyrs Lake,3170000000,105666.67
113,2,True,True,True,Pasdaran,8475000000,282500
113,3,True,True,True,Ostad Moein,3170000000,105666.67
112,2,True,True,True,Shahr-e-Ziba,3680000000,122666.67
112,2,True,True,False,Gheitarieh,7500000000,250000
112,2,True,True,True,Gheitarieh,8200000000,273333.33
112,2,True,False,True,Persian Gulf Martyrs Lake,3300000000,110000
112,3,True,True,True,Shahran,5600000000,186666.67
112,3,True,True,False,Parand,1400000000,46666.67
112,2,True,True,True,Pardis,480000000,16000
112,2,True,True,True,Yousef Abad,5600000000,186666.67
112,3,True,True,True,West Ferdows Boulevard,3600000000,120000
112,2,True,True,True,Persian Gulf Martyrs Lake,3300000000,110000
112,3,True,True,True,Abazar,4300000000,143333.33
112,2,True,True,True,Gheitarieh,8610000000,287000
112,2,True,True,True,Shahran,5400000000,180000
112,2,True,True,True,Mahmoudieh,8400000000,280000
112,2,True,True,True,Darabad,7000000000,233333.33
111,2,True,True,True,Saadat Abad,6800000000,226666.67
111,2,True,True,True,Saadat Abad,5661000000,188700
111,2,True,True,True,Heravi,6050000000,201666.67
111,3,True,True,True,Persian Gulf Martyrs Lake,3500000000,116666.67
111,2,True,True,True,East Ferdows Boulevard,3990000000,133000
111,3,True,True,True,Persian Gulf Martyrs Lake,3150000000,105000
110,2,True,True,True,Southern Janatabad,630000000,21000
110,2,True,True,True,West Ferdows Boulevard,3750000000,125000
110,2,True,True,True,Ray,2035000000,67833.33
110,2,True,True,True,West Ferdows Boulevard,3730000000,124333.33
110,2,True,True,True,West Pars,4000000000,133333.33
110,2,True,True,True,Shahran,3850000000,128333.33
110,3,True,True,True,Keshavarz Boulevard,3950000000,131666.67
110,1,True,True,True,Pasdaran,6600000000,220000
110,2,True,True,True,Tajrish,6600000000,220000
110,2,True,True,True,Feiz Garden,4300000000,143333.33
110,2,True,True,False,Pardis,1870000000,62333.33
110,2,True,True,True,Central Janatabad,4500000000,150000
110,2,True,True,True,Qalandari,8100000000,270000
110,2,True,True,True,Saadat Abad,8800000000,293333.33
110,3,True,True,True,Jeyhoon,2330000000,77666.67
110,3,True,True,True,Persian Gulf Martyrs Lake,3100000000,103333.33
110,3,True,True,True,Persian Gulf Martyrs Lake,3100000000,103333.33
110,2,True,True,True,Pardis,535000000,17833.33
110,2,True,True,True,Feiz Garden,3670000000,122333.33
110,2,True,True,True,Shahran,3410000000,113666.67
110,2,True,True,True,Pardis,375000000,12500
110,2,True,True,True,West Ferdows Boulevard,3950000000,131666.67
110,3,True,True,True,Shahr-e-Ziba,4700000000,156666.67
110,2,True,True,True,Central Janatabad,5700000000,190000
110,2,True,True,True,West Ferdows Boulevard,3750000000,125000
110,3,True,True,True,Saadat Abad,5200000000,173333.33
110,2,True,True,True,Pardis,535000000,17833.33
110,2,True,True,False,Saadat Abad,12500000000,416666.67
110,2,True,True,True,Punak,6490000000,216333.33
110,2,True,True,True,Persian Gulf Martyrs Lake,3500000000,116666.67
110,2,True,True,True,Yousef Abad,5700000000,190000
110,2,True,True,True,Punak,3900000000,130000
110,2,False,True,True,Zafar,5550000000,185000
110,2,True,True,True,Islamshahr,2530000000,84333.33
110,1,True,True,True,Central Janatabad,4450000000,148333.33
110,2,True,True,True,Saadat Abad,8900000000,296666.67
110,2,True,True,True,Ekhtiarieh,8300000000,276666.67
110,2,True,True,False,Southern Program Organization,3580000000,119333.33
110,2,True,True,False,Water Organization,3950000000,131666.67
110,2,True,True,True,Heravi,5000000000,166666.67
110,2,True,True,True,Gheitarieh,8200000000,273333.33
110,2,True,True,True,Shahran,3920000000,130666.67
110,2,True,True,True,Shahr-e-Ziba,5550000000,185000
110,2,False,True,True,Salehabad,750000000,25000
110,3,True,True,True,Jordan,6160000000,205333.33
110,2,False,True,False,Pakdasht,640000000,21333.33
110,2,True,False,False,Amirabad,4000000000,133333.33
110,2,False,True,True,Pakdasht,840000000,28000
110,2,True,True,True,Ekhtiarieh,6500000000,216666.67
110,3,True,True,True,Heravi,5850000000,195000
110,2,True,True,True,Gholhak,8800000000,293333.33
110,2,True,True,True,Yousef Abad,6000000000,200000
110,2,True,True,True,Feiz Garden,4550000000,151666.67
110,2,True,True,True,Gholhak,7000000000,233333.33
110,0,True,True,True,Parand,102000000,3400
110,2,True,True,True,Niavaran,10640000000,354666.67
110,2,True,True,True,West Ferdows Boulevard,5050000000,168333.33
110,3,True,True,True,Persian Gulf Martyrs Lake,3150000000,105000
110,3,True,True,True,Abazar,4250000000,141666.67
110,2,True,True,True,Niavaran,12100000000,403333.33
110,2,True,True,True,Zafar,5700000000,190000
110,2,True,True,True,Shahran,4070000000,135666.67
110,2,True,True,True,Gheitarieh,8660000000,288666.67
110,3,True,True,True,Ozgol,6550000000,218333.33
110,3,True,True,True,Ozgol,6550000000,218333.33
110,3,True,True,True,West Pars,6550000000,218333.33
110,2,True,True,True,Pasdaran,8800000000,293333.33
110,2,True,True,True,Heravi,6050000000,201666.67
109,2,True,True,True,West Ferdows Boulevard,4830000000,161000
109,2,True,True,True,Shahran,3500000000,116666.67
109,2,True,True,True,Heravi,6000000000,200000
109,2,True,True,True,Shahran,3500000000,116666.67
109,3,True,True,True,Feiz Garden,4230000000,141000
109,2,True,True,True,Heravi,7100000000,236666.67
108,2,True,True,True,Pasdaran,9180000000,306000
108,2,True,True,True,Gisha,5180000000,172666.67
108,2,True,True,True,Farmanieh,6200000000,206666.67
108,2,True,True,False,Pardis,1300000000,43333.33
108,2,True,True,True,Golestan,3300000000,110000
108,2,True,True,True,Golestan,1900000000,63333.33
108,2,True,True,True,Persian Gulf Martyrs Lake,3350000000,111666.67
108,2,True,True,True,Mahallati,7000000000,233333.33
108,2,True,True,True,Pasdaran,7700000000,256666.67
108,2,True,True,True,West Ferdows Boulevard,3950000000,131666.67
108,2,True,True,True,West Ferdows Boulevard,5616000000,187200
108,2,True,True,True,Gheitarieh,9000000000,300000
108,2,True,True,True,West Ferdows Boulevard,3450000000,115000
108,2,True,True,True,Shahran,4300000000,143333.33
108,2,True,True,True,Shams Abad,4550000000,151666.67
108,2,True,True,True,Shams Abad,4130000000,137666.67
108,2,True,True,True,Persian Gulf Martyrs Lake,3024000000,100800
108,2,True,True,True,Heravi,6400000000,213333.33
108,2,True,True,True,Persian Gulf Martyrs Lake,3024000000,100800
108,2,True,True,False,Parand,1150000000,38333.33
108,2,True,True,True,Shahr-e-Ziba,5100000000,170000
108,2,True,True,True,Persian Gulf Martyrs Lake,3500000000,116666.67
108,2,True,True,True,Saadat Abad,8600000000,286666.67
107,2,True,True,True,Pasdaran,9200000000,306666.67
107,2,True,True,True,Persian Gulf Martyrs Lake,3500000000,116666.67
107,3,True,True,True,Gheitarieh,6420000000,214000
107,3,True,True,False,Eram,2970000000,99000
107,2,True,True,True,Velenjak,13200000000,440000
107,2,True,True,True,Shahrake Madaen,800000000,26666.67
107,2,True,True,True,Hekmat,6500000000,216666.67
107,2,True,True,True,Parand,550000000,18333.33
107,2,True,True,True,Chidz,8600000000,286666.67
107,2,True,True,True,Mirdamad,7597000000,253233.33
106,2,True,True,True,Golestan,1100000000,36666.67
106,2,True,True,False,East Ferdows Boulevard,3150000000,105000
106,2,True,True,False,Islamshahr,1245000000,41500
106,2,True,True,True,East Ferdows Boulevard,3500000000,116666.67
106,2,True,True,True,North Program Organization,4520000000,150666.67
106,2,True,True,True,Yousef Abad,5700000000,190000
106,2,True,True,True,Pardis,800000000,26666.67
106,2,True,True,True,Abazar,4500000000,150000
106,2,True,True,True,Pardis,560000000,18666.67
106,2,True,True,True,West Ferdows Boulevard,3900000000,130000
106,2,True,True,True,Pardis,800000000,26666.67
106,2,True,True,True,Saadat Abad,6000000000,200000
106,2,True,True,True,Persian Gulf Martyrs Lake,2960000000,98666.67
106,2,True,True,True,Pardis,505000000,16833.33
106,2,True,True,True,Damavand,2360000000,78666.67
106,2,True,True,True,Pakdasht,900000000,30000
106,2,True,True,True,Zargandeh,5600000000,186666.67
106,2,True,True,True,Gholhak,6400000000,213333.33
106,2,True,True,True,Farmanieh,4450000000,148333.33
106,2,True,True,True,Golestan,2340000000,78000
105,2,True,True,True,Saadat Abad,7150000000,238333.33
105,2,True,True,True,Pardis,605000000,20166.67
105,2,True,True,True,Pardis,700000000,23333.33
105,2,True,True,True,Parand,1417500000,47250
105,2,True,True,True,Saadat Abad,5700000000,190000
105,2,True,True,True,Pardis,1000000000,33333.33
105,2,True,True,True,Saadat Abad,7700000000,256666.67
105,2,True,True,True,Gheitarieh,6200000000,206666.67
105,2,True,True,True,Pardis,690000000,23000
105,2,True,True,True,Air force,3990000000,133000
105,2,True,True,True,Velenjak,9500000000,316666.67
105,2,True,True,True,Southern Janatabad,5300000000,176666.67
105,2,True,True,True,Shahrake Qods,1365000000,45500
105,2,True,True,True,Pardis,955000000,31833.33
105,2,True,True,True,Pardis,980000000,32666.67
105,2,True,True,True,Dehkade Olampic,1035000000,34500
105,3,True,True,True,Shahr-e-Ziba,3600000000,120000
105,3,True,True,True,Heravi,6000000000,200000
105,2,True,True,True,Pardis,514000000,17133.33
105,3,True,True,True,East Ferdows Boulevard,3900000000,130000
105,2,True,True,True,Persian Gulf Martyrs Lake,3250000000,108333.33
105,2,True,True,True,Koohsar,4000000000,133333.33
105,2,True,True,True,Persian Gulf Martyrs Lake,2800000000,93333.33
105,2,True,True,True,Pardis,535000000,17833.33
105,2,True,True,True,Persian Gulf Martyrs Lake,3250000000,108333.33
105,2,True,True,True,Gheitarieh,6900000000,230000
105,2,True,True,True,Pardis,940000000,31333.33
105,2,True,True,True,Pardis,950000000,31666.67
105,2,True,True,True,Shahr-e-Ziba,4100000000,136666.67
105,2,True,True,True,Pardis,550000000,18333.33
105,2,True,True,True,Pardis,875000000,29166.67
105,2,True,True,True,Southern Janatabad,3900000000,130000
105,3,True,True,True,Parand,1260000000,42000
105,2,True,True,True,Feiz Garden,4350000000,145000
105,2,True,True,True,Pardis,890000000,29666.67
105,2,True,True,True,Pardis,800000000,26666.67
105,2,True,True,True,Pardis,860000000,28666.67
105,2,True,True,True,Pardis,539000000,17966.67
105,2,True,True,True,Hakimiyeh,3570000000,119000
105,2,True,True,True,Railway,5000000000,166666.67
105,2,True,True,True,Gisha,7350000000,245000
105,3,True,True,False,Andisheh,3400000000,113333.33
105,3,True,True,True,Ostad Moein,2910000000,97000
105,2,True,True,True,Shahran,3750000000,125000
105,2,True,True,True,Pardis,540000000,18000
105,2,True,True,True,Pardis,555000000,18500
105,2,True,True,True,Pardis,540000000,18000
105,2,True,True,True,Pardis,550000000,18333.33
105,2,False,True,False,Andisheh,1100000000,36666.67
105,2,True,True,True,Pardis,550000000,18333.33
105,2,True,True,True,Pardis,525000000,17500
105,2,True,True,True,Central Janatabad,4300000000,143333.33
105,2,True,True,True,Andisheh,1930000000,64333.33
105,2,True,True,True,Pardis,750000000,25000
105,2,True,True,True,Saadat Abad,4800000000,160000
105,2,True,True,False,Andisheh,1000000000,33333.33
105,2,True,True,True,Pardis,700000000,23333.33
105,2,True,True,True,Pardis,945000000,31500
105,2,True,True,True,Pardis,890000000,29666.67
105,2,True,True,True,Dehkade Olampic,4100000000,136666.67
105,2,True,True,True,Pardis,710000000,23666.67
105,2,True,True,True,Pardis,500000000,16666.67
105,2,True,True,True,Saadat Abad,5800000000,193333.33
105,2,True,True,True,West Ferdows Boulevard,3650000000,121666.67
105,3,True,True,True,Yousef Abad,4725000000,157500
105,2,True,True,True,Andisheh,1200000000,40000
105,3,True,True,True,Shahr-e-Ziba,3550000000,118333.33
105,2,True,True,True,Shahr-e-Ziba,2800000000,93333.33
105,2,True,True,True,Islamshahr,1500000000,50000
105,3,True,True,True,Kahrizak,1155000000,38500
105,2,True,True,True,Kahrizak,1160000000,38666.67
105,3,True,True,True,Kahrizak,1312000000,43733.33
105,2,True,True,True,Pardis,760000000,25333.33
105,2,True,True,False,Rudhen,1100000000,36666.67
105,2,True,True,True,Feiz Garden,4550000000,151666.67
105,3,True,True,True,North Program Organization,5985000000,199500
105,2,True,True,True,Afsarieh,2400000000,80000
105,2,True,True,True,Jeyhoon,2500000000,83333.33
105,2,True,True,True,Persian Gulf Martyrs Lake,3250000000,108333.33
105,2,True,True,False,Andisheh,1100000000,36666.67
105,2,True,True,True,Yousef Abad,5600000000,186666.67
105,2,True,True,True,Persian Gulf Martyrs Lake,2700000000,90000
105,2,True,True,True,North Program Organization,4900000000,163333.33
105,2,True,True,True,Mirdamad,7770000000,259000
105,2,True,True,True,Shahran,3800000000,126666.67
105,2,False,False,False,West Ferdows Boulevard,3150000000,105000
105,2,True,True,True,West Ferdows Boulevard,3500000000,116666.67
105,2,True,True,True,Shahrake Qods,920000000,30666.67
105,2,True,True,False,Fatemi,4300000000,143333.33
105,3,True,True,True,East Ferdows Boulevard,5830000000,194333.33
105,2,True,True,True,Southern Janatabad,3500000000,116666.67
105,2,True,True,True,Dorous,5600000000,186666.67
104,2,True,True,True,East Ferdows Boulevard,5700000000,190000
104,2,True,True,True,Feiz Garden,3850000000,128333.33
104,2,True,True,True,Abazar,3400000000,113333.33
104,2,True,False,True,Air force,4200000000,140000
104,2,True,True,True,Pardis,590000000,19666.67
104,2,True,True,True,Shahrake Qods,900000000,30000
104,2,True,True,False,Tehran Now,2200000000,73333.33
104,2,True,True,True,Mehran,4200000000,140000
104,2,True,True,True,Si Metri Ji,1830000000,61000
104,2,False,False,False,Shahran,4080000000,136000
104,2,True,True,True,Persian Gulf Martyrs Lake,3500000000,116666.67
103,3,True,True,True,West Ferdows Boulevard,3200000000,106666.67
103,2,True,True,True,Hekmat,9270000000,309000
103,2,True,True,True,Shahran,3550000000,118333.33
103,2,True,True,True,Saadat Abad,5200000000,173333.33
103,2,True,True,True,Saadat Abad,5200000000,173333.33
103,2,True,True,True,Northern Chitgar,1035000000,34500
103,2,True,True,True,Central Janatabad,4300000000,143333.33
103,2,True,True,True,Niavaran,7000000000,233333.33
103,2,True,True,True,Saadat Abad,5700000000,190000
103,2,False,True,False,Shahran,3220000000,107333.33
103,2,True,True,True,Azarbaijan,3150000000,105000
103,3,True,True,True,Shahran,4128000000,137600
103,2,True,True,True,Heravi,6640000000,221333.33
103,2,False,True,False,Northern Suhrawardi,3900000000,130000
103,2,True,True,True,Islamshahr,1442000000,48066.67
103,2,True,True,True,Feiz Garden,4000000000,133333.33
103,2,True,True,True,,1150000000,38333.33
102,2,True,True,False,Parastar,2030000000,67666.67
102,2,True,True,True,Abazar,5200000000,173333.33
102,2,True,True,False,Railway,4520000000,150666.67
102,2,True,True,True,Persian Gulf Martyrs Lake,4500000000,150000
102,2,True,True,True,Gheitarieh,8100000000,270000
102,2,True,True,True,Southern Janatabad,5600000000,186666.67
102,2,True,True,True,Shahrake Gharb,9898000000,329933.33
102,2,True,True,True,Saadat Abad,6120000000,204000
102,2,True,True,True,Sattarkhan,650000000,21666.67
102,1,False,True,False,Islamshahr,1650000000,55000
102,2,True,True,True,Safadasht,938400000,31280
102,2,True,True,True,Saadat Abad,5000000000,166666.67
102,2,True,True,True,Shahryar,1225000000,40833.33
102,2,True,True,False,ShahrAra,2950000000,98333.33
102,2,True,True,True,Shahran,4000000000,133333.33
102,3,False,False,True,Amirabad,4300000000,143333.33
101,2,True,True,True,Railway,3300000000,110000
101,2,True,True,True,Beryanak,2323000000,77433.33
101,3,True,True,True,Ekhtiarieh,6500000000,216666.67
101,2,True,True,True,West Ferdows Boulevard,3700000000,123333.33
101,2,True,False,True,Pirouzi,3130000000,104333.33
101,2,True,True,True,Southern Chitgar,1035000000,34500
101,2,True,True,True,Saadat Abad,5550000000,185000
101,2,True,True,True,Persian Gulf Martyrs Lake,3500000000,116666.67
101,2,True,True,True,Central Janatabad,4700000000,156666.67
101,2,True,True,True,Yousef Abad,5500000000,183333.33
101,2,True,True,True,Gheitarieh,8800000000,293333.33
101,2,True,True,True,Gheitarieh,8500000000,283333.33
101,2,True,True,True,Tarasht,3345000000,111500
101,2,True,True,True,Saadat Abad,5555000000,185166.67
101,2,True,False,True,Pirouzi,3300000000,110000
101,2,True,True,True,North Program Organization,5150000000,171666.67
101,2,True,True,True,Shahrake Gharb,6565000000,218833.33
101,2,True,True,True,Feiz Garden,4550000000,151666.67
101,2,True,True,True,Persian Gulf Martyrs Lake,5252000000,175066.67
101,2,True,True,True,Mirdamad,7300000000,243333.33
101,2,True,True,True,Jordan,5200000000,173333.33
100,2,True,True,True,West Ferdows Boulevard,3200000000,106666.67
100,2,True,True,True,Qasr-od-Dasht,3000000000,100000
100,2,False,False,False,Shahrake Qods,620000000,20666.67
100,2,True,True,False,Parand,1280000000,42666.67
100,2,True,True,True,Lavizan,3300000000,110000
100,2,True,True,False,Qarchak,1200000000,40000
100,2,True,True,True,Pasdaran,8000000000,266666.67
100,2,True,True,True,Punak,6000000000,200000
100,2,True,True,True,Valiasr,2300000000,76666.67
100,2,True,True,True,Shahr-e-Ziba,3000000000,100000
100,2,True,True,False,Southern Janatabad,3800000000,126666.67
100,2,True,True,True,Gheitarieh,8000000000,266666.67
100,2,True,True,True,Shahr-e-Ziba,3400000000,113333.33
100,2,True,True,True,Pardis,585000000,19500
100,2,True,True,True,Pirouzi,3000000000,100000
100,2,True,True,True,Persian Gulf Martyrs Lake,1000000000,33333.33
100,2,True,True,True,Ekhtiarieh,5500000000,183333.33
100,2,True,True,True,Heravi,5500000000,183333.33
100,3,True,True,True,Pardis,500000000,16666.67
100,2,True,True,True,Kook,3580000000,119333.33
100,2,True,True,True,Persian Gulf Martyrs Lake,1035000000,34500
100,2,True,True,True,Qasr-od-Dasht,3250000000,108333.33
100,2,True,True,True,Farmanieh,6200000000,206666.67
100,2,True,True,True,Pardis,500000000,16666.67
100,2,True,True,True,Pasdaran,5500000000,183333.33
100,2,True,True,True,Shahr-e-Ziba,3800000000,126666.67
100,2,True,True,True,East Ferdows Boulevard,3500000000,116666.67
100,2,True,True,True,Ostad Moein,3600000000,120000
100,2,True,True,True,West Ferdows Boulevard,3450000000,115000
100,2,True,True,True,Ajudaniye,6500000000,216666.67
100,2,False,True,False,Tehransar,2000000000,66666.67
100,2,True,True,True,Northern Janatabad,4450000000,148333.33
100,2,True,True,True,Hakimiyeh,3100000000,103333.33
100,2,False,True,True,Shahr-e-Ziba,3300000000,110000
100,2,True,True,True,Pardis,1100000000,36666.67
